Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2015,"Danny Oh","NYY","AA",25,67,261,0.29338843,0.05747126,0.12643678,0.10330578,0.33492823,2.744441048487587,0.3319486342515463,109.609270606281,0.25,0.44230769,0.30769231,0.3952381,0.25714286,0.34761905,0.0626327,942,"sa546797"
2013,"A.J. Pettersen","MIN","AA",24,49,147,0.15,0.11564626,0.11564626,0.03333333,0.17475728,-9.322504303097192,0.24780449519554773,46.36755014696094,0.14,0.43,0.43,0.44339623,0.24528302,0.31132075,0.06404959,484,"sa546810"
2014,"A.J. Pettersen","MIN","AA",25,27,73,0.20338983,0.1369863,0.23287671,0.06779661,0.28571429,-1.9717919947274316,0.2914429758276258,76.92283424108051,0.025,0.525,0.45,0.47727273,0.20454545,0.31818182,0.0929368,269,"sa546810"
2014,"Lance Ray","MIN","AA",24,8,29,0.20833333,0.06896552,0.34482759,0.16666667,0.33333333,-0.3641915657499018,0.3098208082133326,89.27058319871446,0,0.53333333,0.46666667,0.4,0.26666667,0.33333333,0.14545455,110,"sa546832"
2017,"Nick Rickles","PHI","AA",27,26,102,0.27368421,0.04901961,0.08823529,0.21052632,0.26190476,1.2350038092263715,0.3431161718041289,110.3719489565145,0.17647059,0.29411765,0.52941176,0.44186047,0.25581395,0.30232558,0.08554572,339,"sa546837"
2016,"Nick Rickles","WSN","AA",26,24,92,0.22727273,0.0326087,0.2173913,0.17045454,0.24615385,-2.8331502108824242,0.2876601938320243,73.42931909113456,0.14705882,0.36764706,0.48529412,0.53623188,0.24637681,0.2173913,0.19543974,307,"sa546837"
2014,"Mike Kvasnicka","MIN","AA",25,112,399,0.25675676,0.06516291,0.20050125,0.14324324,0.30035336,-3.365086761261497,0.31506556107770256,92.79444228910639,0.12413793,0.35862069,0.51724138,0.51194539,0.23549488,0.25255973,0.11454673,1423,"sa546839"
2014,"Jason Krizan","DET","AA",25,124,525,0.29310345,0.10095238,0.08952381,0.12068965,0.3115942,11.197823416453812,0.35291219569899984,118.22294405074676,0.20813397,0.45215311,0.33971292,0.43764706,0.21882353,0.34352941,0.03998119,2126,"sa546842"
2015,"Jason Krizan","DET","AA",26,114,475,0.26570048,0.10736842,0.09052632,0.12077295,0.27717391,6.267611802329136,0.3355371878345384,112.05828390032559,0.23243243,0.47297297,0.29459459,0.43421053,0.28157895,0.28421053,0.04326396,1826,"sa546842"
2016,"Jason Krizan","DET","AA",27,95,406,0.29213483,0.11083744,0.06650246,0.17696629,0.29230769,14.83683570551768,0.3739157271973881,131.5308852688807,0.24390244,0.39634146,0.3597561,0.51506024,0.2439759,0.24096386,0.03710938,1536,"sa546842"
